company_id,company_name,broad_sector,year,market_cap_crore,enterprise_value_crore,pe_ratio,pb_ratio,ev_ebitda,dividend_yield_pct,free_cash_flow_cr,FCF_yield_pct,five_year_median_pe,sector_median_pe,PE_vs_sector_median_pct,valuation_flag
HINDALCO,Hindalco Industries Ltd,Materials,2019,247258.14,249825.5,24.15,12.33,39.34,2.97,6521.0,2.64,56.45,56.035,-56.9,Undervalued
HINDALCO,Hindalco Industries Ltd,Materials,2020,287414.16,295396.33,9.47,3.28,25.46,0.68,5518.0,1.92,56.45,56.035,-83.1,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2019,366409.11,343817.47,13.37,1.78,25.05,1.79,5362.0,1.46,22.92,50.95,-73.76,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2020,365239.67,374855.61,22.92,6.47,12.11,3.14,9414.0,2.58,22.92,50.95,-55.01,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2021,333086.26,426116.2,14.47,14.18,34.17,3.06,7935.0,2.38,22.92,50.95,-71.6,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2022,435060.89,415782.26,20.69,4.16,13.57,1.4,7320.0,1.68,22.92,50.95,-59.39,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2023,495019.01,451095.5,35.52,4.07,26.23,4.43,8507.0,1.72,22.92,50.95,-30.28,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2024,548890.59,587463.38,34.51,11.88,7.52,4.32,10145.0,1.85,22.92,50.95,-32.27,Undervalued
HINDUNILVR,"Hindustan Unilever Ltd
",Consumer Staples,2024,548890.59,587463.38,34.51,11.88,7.52,4.32,10145.0,1.85,22.92,50.95,-32.27,Undervalued
ICICIBANK,ICICI Bank Ltd,Financials,2019,634101.51,817754.59,75.38,9.81,5.65,3.37,18389.0,2.9,50.57,32.9,129.12,Overvalued
ICICIBANK,ICICI Bank Ltd,Financials,2020,645375.01,681072.05,19.43,8.09,31.06,1.23,37470.0,5.81,50.57,32.9,-40.94,Undervalued
ICICIBANK,ICICI Bank Ltd,Financials,2021,851486.14,832663.82,12.77,9.84,34.73,4.29,74384.0,8.74,50.57,32.9,-61.19,Undervalued
ICICIBANK,ICICI Bank Ltd,Financials,2022,1050380.96,1029226.29,78.39,13.83,10.71,2.51,18663.0,1.78,50.57,32.9,138.27,Overvalued
ICICIBANK,ICICI Bank Ltd,Financials,2023,1184576.28,1275805.13,78.87,1.36,26.95,0.92,-71460.0,-6.03,50.57,32.9,139.73,Overvalued
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,2019,827632.41,885667.8,63.73,12.4,13.56,2.98,120.0,0.01,49.0,32.9,93.71,Overvalued
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,2021,816329.22,994705.97,55.8,11.08,15.76,1.18,407.0,0.05,49.0,32.9,69.6,Overvalued
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,2022,939135.7,920383.85,66.71,8.08,12.94,2.81,944.0,0.1,49.0,32.9,102.77,Overvalued
ICICIGI,ICICI Lombard General Insurance Company Ltd,Financials,2023,1242023.75,1158606.81,15.87,12.74,8.84,0.18,605.0,0.05,49.0,32.9,-51.76,Undervalued
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,2019,1606002.47,1499575.64,76.8,0.56,32.16,0.14,3818.0,0.24,36.03,32.9,133.43,Overvalued
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,2022,1702653.91,2014418.94,71.57,4.53,11.31,3.42,1015.0,0.06,36.03,32.9,117.54,Overvalued
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,2023,1603509.84,1469620.08,52.59,3.98,11.01,4.42,-1056.0,-0.07,36.03,32.9,59.85,Overvalued
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,2024,1596987.55,2014403.87,20.83,12.38,22.57,0.35,105.0,0.01,36.03,32.9,-36.69,Undervalued
ICICIPRULI,ICICI Prudential Life Insurance Company Ltd,Financials,2024,1596987.55,2014403.87,20.83,12.38,22.57,0.35,105.0,0.01,36.03,32.9,-36.69,Undervalued
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2019,1427895.35,1378214.29,60.24,6.95,31.39,3.21,634.0,0.04,55.98,29.91,101.4,Overvalued
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2021,1055244.71,1249885.41,51.42,10.87,36.66,0.66,1608.0,0.15,55.98,29.91,71.92,Overvalued
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2022,1034978.53,1343725.41,19.25,10.95,30.38,3.07,3591.0,0.35,55.98,29.91,-35.64,Undervalued
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2023,997429.81,983519.28,55.98,3.2,28.15,2.22,8664.0,0.87,55.98,29.91,87.16,Overvalued
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2024,1040632.92,1061542.29,76.23,7.87,24.64,4.27,9424.0,0.91,55.98,29.91,154.86,Overvalued
INDIGO,Interglobe Aviation Ltd,Consumer Discretionary,2024,1040632.92,1061542.29,76.23,7.87,24.64,4.27,9424.0,0.91,55.98,29.91,154.86,Overvalued
INDUSINDBK,IndusInd Bank Ltd,Financials,2019,1305732.17,1230713.54,68.96,5.36,33.37,3.85,-7022.0,-0.54,56.0,32.9,109.6,Overvalued
INDUSINDBK,IndusInd Bank Ltd,Financials,2020,1287117.57,1368891.05,60.27,1.94,31.44,0.5,-11513.0,-0.89,56.0,32.9,83.19,Overvalued
INDUSINDBK,IndusInd Bank Ltd,Financials,2021,1682555.96,1700282.89,49.44,2.2,14.43,1.82,44420.0,2.64,56.0,32.9,50.27,Overvalued
INDUSINDBK,IndusInd Bank Ltd,Financials,2022,1839916.06,1655974.13,71.98,0.61,32.08,2.12,16249.0,0.88,56.0,32.9,118.78,Overvalued
INDUSINDBK,IndusInd Bank Ltd,Financials,2023,2045876.29,2011722.82,51.73,8.29,10.75,1.07,-12879.0,-0.63,56.0,32.9,57.23,Overvalued
INDUSINDBK,IndusInd Bank Ltd,Financials,2024,1807433.12,1674611.06,8.99,3.7,28.79,1.42,-17468.0,-0.97,56.0,32.9,-72.67,Undervalued
INFY,Infosys Ltd,Information Technology,2019,473902.69,535599.26,32.63,10.31,30.95,2.63,14209.0,3.0,35.99,60.515,-46.08,Undervalued
INFY,Infosys Ltd,Information Technology,2020,468232.33,516667.75,26.14,13.59,31.82,2.22,16672.0,3.56,35.99,60.515,-56.8,Undervalued
INFY,Infosys Ltd,Information Technology,2021,624026.61,698099.93,31.65,1.88,24.03,3.87,15851.0,2.54,35.99,60.515,-47.7,Undervalued
INFY,Infosys Ltd,Information Technology,2022,800850.39,914432.46,36.33,9.93,31.67,1.85,17400.0,2.17,35.99,60.515,-39.97,Undervalued
INFY,Infosys Ltd,Information Technology,2024,1112279.92,1372029.68,35.99,8.97,36.7,4.1,20117.0,1.81,35.99,60.515,-40.53,Undervalued
INFY,Infosys Ltd,Information Technology,2024,1112279.92,1372029.68,35.99,8.97,36.7,4.1,20117.0,1.81,35.99,60.515,-40.53,Undervalued
IOC,"Indian Oil Corporation
",Energy,2019,1122574.59,1338235.9,15.28,13.46,10.22,2.98,-9822.0,-0.87,47.71,45.26,-66.24,Undervalued
IOC,"Indian Oil Corporation
",Energy,2022,1605938.54,1867479.2,79.84,7.17,29.72,3.59,4453.0,0.28,47.71,45.26,76.4,Overvalued
IOC,"Indian Oil Corporation
",Energy,2023,1666992.08,1805135.73,77.78,0.97,16.74,2.19,1614.0,0.1,47.71,45.26,71.85,Overvalued
IOC,"Indian Oil Corporation
",Energy,2024,1418164.33,1786391.89,28.61,4.24,33.71,1.25,39635.0,2.79,47.71,45.26,-36.79,Undervalued
IOC,"Indian Oil Corporation
",Energy,2024,1418164.33,1786391.89,28.61,4.24,33.71,1.25,39635.0,2.79,47.71,45.26,-36.79,Undervalued
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2019,1245806.34,1516134.78,64.3,1.79,7.79,1.38,146.0,0.01,54.75,29.91,114.98,Overvalued
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2021,1100112.67,1076001.77,54.75,10.26,34.02,3.94,-205.0,-0.02,54.75,29.91,83.05,Overvalued
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2022,1322589.51,1554041.66,12.08,2.09,33.44,1.05,282.0,0.02,54.75,29.91,-59.61,Undervalued
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2024,1258520.29,1473943.68,60.44,5.74,32.47,1.08,667.0,0.05,54.75,29.91,102.07,Overvalued
IRCTC,Indian Railway Catering & Tourism Corporation Ltd,Consumer Discretionary,2024,1258520.29,1473943.68,60.44,5.74,32.47,1.08,667.0,0.05,54.75,29.91,102.07,Overvalued
IRFC,Indian Railway Finance Corporation Ltd,Financials,2021,1481705.69,1855967.59,74.92,11.42,32.61,1.97,-89907.0,-6.07,35.23,32.9,127.72,Overvalued
IRFC,Indian Railway Finance Corporation Ltd,Financials,2023,2059203.5,1915513.33,52.73,4.09,36.61,0.49,-28588.0,-1.39,35.23,32.9,60.27,Overvalued
IRFC,Indian Railway Finance Corporation Ltd,Financials,2024,2618348.58,2449260.08,9.81,3.91,16.66,2.82,7906.0,0.3,35.23,32.9,-70.18,Undervalued
IRFC,Indian Railway Finance Corporation Ltd,Financials,2024,2618348.58,2449260.08,9.81,3.91,16.66,2.82,7906.0,0.3,35.23,32.9,-70.18,Undervalued
ITC,"ITC Ltd
",Consumer Staples,2022,390285.11,436594.31,33.63,11.99,27.18,3.1,13538.0,3.47,55.53,50.95,-33.99,Undervalued
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2019,399948.98,518743.74,29.77,10.36,13.1,2.48,8195.0,2.05,47.36,56.035,-46.87,Undervalued
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2020,417203.18,535952.43,39.16,8.97,38.07,4.45,7338.0,1.76,47.36,56.035,-30.12,Undervalued
JINDALSTEL,Jindal Steel & Power Ltd,Materials,2021,375828.8,463670.62,35.51,9.13,18.13,1.81,10077.0,2.68,47.36,56.035,-36.63,Undervalued
JIOFIN,Jio Financial Services Ltd,Financials,2019,538148.59,617305.58,12.61,12.66,11.55,4.41,,,34.24,32.9,-61.67,Undervalued
JIOFIN,Jio Financial Services Ltd,Financials,2020,558776.67,640682.07,13.6,5.5,33.08,2.15,,,34.24,32.9,-58.66,Undervalued
JIOFIN,Jio Financial Services Ltd,Financials,2021,727695.83,822336.58,74.86,14.75,20.89,2.54,,,34.24,32.9,127.54,Overvalued
JIOFIN,Jio Financial Services Ltd,Financials,2022,922325.59,911823.25,70.04,9.08,30.39,0.36,,,34.24,32.9,112.89,Overvalued
JIOFIN,Jio Financial Services Ltd,Financials,2023,1137314.0,1164967.52,65.98,7.88,14.61,4.29,945.0,0.08,34.24,32.9,100.55,Overvalued
JSWENERGY,JSW Energy Ltd,Energy,2021,66726.89,76914.23,71.29,3.09,30.82,0.11,2670.0,4.0,36.57,45.26,57.51,Overvalued
JSWENERGY,JSW Energy Ltd,Energy,2024,110870.53,124622.6,24.79,9.88,35.95,1.25,-1963.0,-1.77,36.57,45.26,-45.23,Undervalued
JSWENERGY,JSW Energy Ltd,Energy,2024,110870.53,124622.6,24.79,9.88,35.95,1.25,-1963.0,-1.77,36.57,45.26,-45.23,Undervalued
JSWSTEEL,JSW Steel Ltd,Materials,2019,1475187.02,1347624.91,35.01,7.86,30.61,1.29,3246.0,0.22,36.76,56.035,-37.52,Undervalued
JSWSTEEL,JSW Steel Ltd,Materials,2020,1978764.31,2322705.01,34.84,1.91,11.35,2.19,-6804.0,-0.34,36.76,56.035,-37.82,Undervalued
JSWSTEEL,JSW Steel Ltd,Materials,2022,2278384.96,2746916.82,36.76,12.62,39.17,2.73,11522.0,0.51,36.76,56.035,-34.4,Undervalued
JSWSTEEL,JSW Steel Ltd,Materials,2023,2101814.77,2210837.76,8.68,9.24,33.75,2.83,12593.0,0.6,36.76,56.035,-84.51,Undervalued
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2019,588705.26,753585.68,49.36,12.73,14.15,1.87,-1501.0,-0.25,46.535,32.9,50.03,Overvalued
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2022,455106.0,483040.86,73.13,3.75,28.96,0.64,-2595.0,-0.57,46.535,32.9,122.28,Overvalued
KOTAKBANK,"Kotak Mahindra Bank Ltd
",Financials,2023,467372.62,480678.67,75.47,6.71,29.17,2.71,-11623.0,-2.49,46.535,32.9,129.39,Overvalued
LICI,Life Insurance Corporation of India,Financials,2019,166637.32,173087.14,53.3,0.6,39.37,0.77,22910.0,13.75,30.67,32.9,62.01,Overvalued
LICI,Life Insurance Corporation of India,Financials,2020,196576.3,233201.16,20.36,2.12,10.34,1.11,13952.0,7.1,30.67,32.9,-38.12,Undervalued
LICI,Life Insurance Corporation of India,Financials,2022,171741.93,179309.03,13.18,2.48,28.3,3.12,8748.0,5.09,30.67,32.9,-59.94,Undervalued
LICI,Life Insurance Corporation of India,Financials,2023,204112.31,228780.25,76.58,7.85,20.73,1.11,1671.0,0.82,30.67,32.9,132.77,Overvalued
LODHA,Macrotech Developers Ltd,Real Estate,2022,1322559.29,1261563.26,13.49,1.97,18.41,1.52,3137.0,0.24,51.95,49.105000000000004,-72.53,Undervalued
LT,Larsen & Toubro Ltd,Industrials,2020,606183.52,582692.86,18.62,6.6,10.51,3.85,-1714.0,-0.28,29.41,48.9,-61.92,Undervalued
LT,Larsen & Toubro Ltd,Industrials,2021,690472.41,723135.04,13.01,9.07,9.08,3.34,17324.0,2.51,29.41,48.9,-73.39,Undervalued
LT,Larsen & Toubro Ltd,Industrials,2022,864042.71,965645.93,18.77,11.91,15.77,1.0,15579.0,1.8,29.41,48.9,-61.62,Undervalued
LT,Larsen & Toubro Ltd,Industrials,2023,937726.82,1190030.19,29.41,13.63,6.88,0.38,14729.0,1.57,29.41,48.9,-39.86,Undervalued
LT,Larsen & Toubro Ltd,Industrials,2024,1124597.5,1097873.76,30.8,2.48,16.63,1.26,20445.0,1.82,29.41,48.9,-37.01,Undervalued
LT,Larsen & Toubro Ltd,Industrials,2024,1124597.5,1097873.76,30.8,2.48,16.63,1.26,20445.0,1.82,29.41,48.9,-37.01,Undervalued
LTIM,LTIMindtree Ltd,Information Technology,2021,1325692.27,1604670.91,30.49,14.47,39.4,3.0,743.0,0.06,61.37,60.515,-49.62,Undervalued
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2019,1707695.34,2021410.72,76.49,7.02,9.79,3.01,-11521.0,-0.67,34.84,29.91,155.73,Overvalued
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2020,2271322.15,2677621.8,65.84,6.63,8.38,0.76,-8327.0,-0.37,34.84,29.91,120.13,Overvalued
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2021,3046586.67,3342939.51,8.87,14.35,22.42,3.76,-1777.0,-0.06,34.84,29.91,-70.34,Undervalued
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2022,3425061.3,3221889.8,52.32,14.96,6.22,3.79,5996.0,0.18,34.84,29.91,74.92,Overvalued
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2024,4173085.48,3837414.39,14.22,0.81,29.08,2.37,-11245.0,-0.27,34.84,29.91,-52.46,Undervalued
M&M,"Mahindra & Mahindra Ltd
",Consumer Discretionary,2024,4173085.48,3837414.39,14.22,0.81,29.08,2.37,-11245.0,-0.27,34.84,29.91,-52.46,Undervalued
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2019,1445154.02,1428864.0,65.97,4.77,37.75,1.13,3061.0,0.21,20.78,29.91,120.56,Overvalued
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2020,1349572.01,1480925.31,11.64,1.03,22.36,0.97,2939.0,0.22,20.78,29.91,-61.08,Undervalued
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2023,1507366.44,1474615.02,14.7,14.19,31.01,1.41,1995.0,0.13,20.78,29.91,-50.85,Undervalued
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2024,1503863.63,1891991.87,20.78,8.26,29.97,1.78,4936.0,0.33,20.78,29.91,-30.52,Undervalued
MARUTI,Maruti Suzuki India Ltd,Consumer Discretionary,2024,1503863.63,1891991.87,20.78,8.26,29.97,1.78,4936.0,0.33,20.78,29.91,-30.52,Undervalued
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2019,62318.66,78566.59,45.66,12.32,24.45,4.25,994.0,1.6,30.92,29.91,52.66,Overvalued
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2022,136555.49,157086.66,76.33,10.98,30.36,2.66,159.0,0.12,30.92,29.91,155.2,Overvalued
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2024,146151.16,161406.34,9.54,2.38,33.39,2.18,925.0,0.63,30.92,29.91,-68.1,Undervalued
MOTHERSON,Samvardhana Motherson International Ltd,Consumer Discretionary,2024,146151.16,161406.34,9.54,2.38,33.39,2.18,925.0,0.63,30.92,29.91,-68.1,Undervalued
NAUKRI,Info Edge (India) Ltd,Communication Services,2019,241741.48,242045.98,24.1,14.39,17.67,0.21,217.0,0.09,32.88,48.33,-50.13,Undervalued
NAUKRI,Info Edge (India) Ltd,Communication Services,2020,322764.36,393106.28,26.32,6.43,35.18,1.61,447.0,0.14,32.88,48.33,-45.54,Undervalued
NAUKRI,Info Edge (India) Ltd,Communication Services,2024,563824.44,544283.76,32.88,8.33,11.87,4.29,-150.0,-0.03,32.88,48.33,-31.97,Undervalued
NAUKRI,Info Edge (India) Ltd,Communication Services,2024,563824.44,544283.76,32.88,8.33,11.87,4.29,-150.0,-0.03,32.88,48.33,-31.97,Undervalued
NESTLEIND,Nestle India Ltd,Consumer Staples,2020,1106130.85,1267509.76,79.55,5.8,24.33,1.48,2133.0,0.19,54.96,50.95,56.13,Overvalued
NESTLEIND,Nestle India Ltd,Consumer Staples,2021,1425221.19,1775599.1,20.87,13.55,10.3,0.43,316.0,0.02,54.96,50.95,-59.04,Undervalued
NESTLEIND,Nestle India Ltd,Consumer Staples,2023,1811624.04,1823644.1,11.53,1.76,33.06,4.1,2465.0,0.14,54.96,50.95,-77.37,Undervalued
NHPC,"NHPC Ltd
",Energy,2019,1011493.79,965474.33,78.1,6.89,38.35,2.06,2642.0,0.26,60.03,45.26,72.56,Overvalued
NHPC,"NHPC Ltd
",Energy,2024,1740404.25,2103124.81,71.17,13.74,18.26,1.68,970.0,0.06,60.03,45.26,57.25,Overvalued
NHPC,"NHPC Ltd
",Energy,2024,1740404.25,2103124.81,71.17,13.74,18.26,1.68,970.0,0.06,60.03,45.26,57.25,Overvalued
NTPC,NTPC Ltd,Energy,2020,549989.15,598573.64,22.83,7.06,14.72,2.72,-5738.0,-1.04,33.8,45.26,-49.56,Undervalued
NTPC,NTPC Ltd,Energy,2023,953935.75,1220821.99,79.29,12.24,9.96,3.18,21007.0,2.2,33.8,45.26,75.19,Overvalued
NTPC,NTPC Ltd,Energy,2024,907823.11,1142814.16,30.8,5.24,37.12,0.06,8644.0,0.95,33.8,45.26,-31.95,Undervalued
NTPC,NTPC Ltd,Energy,2024,907823.11,1142814.16,30.8,5.24,37.12,0.06,8644.0,0.95,33.8,45.26,-31.95,Undervalued
ONGC,Oil & Natural Gas Corpn Ltd,Energy,2021,316247.83,328041.06,16.47,6.68,11.25,3.51,8044.0,2.54,43.8,45.26,-63.61,Undervalued
ONGC,Oil & Natural Gas Corpn Ltd,Energy,2024,390111.05,499988.49,18.15,10.36,11.72,1.11,42060.0,10.78,43.8,45.26,-59.9,Undervalued
ONGC,Oil & Natural Gas Corpn Ltd,Energy,2024,390111.05,499988.49,18.15,10.36,11.72,1.11,42060.0,10.78,43.8,45.26,-59.9,Undervalued
PFC,Power Finance Corporation Ltd,Financials,2021,1682458.73,1739295.43,71.66,1.56,34.04,0.75,-57402.0,-3.41,35.6,32.9,117.81,Overvalued
PFC,Power Finance Corporation Ltd,Financials,2022,1504604.05,1475909.96,15.39,8.05,39.59,0.15,4357.0,0.29,35.6,32.9,-53.22,Undervalued
PIDILITIND,Pidilite Industries Ltd,Materials,2019,175760.23,215960.74,17.69,11.27,15.11,3.98,332.0,0.19,36.12,56.035,-68.43,Undervalued
PIDILITIND,Pidilite Industries Ltd,Materials,2022,174189.7,210104.54,35.42,3.26,21.91,4.17,397.0,0.23,36.12,56.035,-36.79,Undervalued
PIDILITIND,Pidilite Industries Ltd,Materials,2023,162985.56,202017.26,38.11,2.48,34.69,4.36,659.0,0.4,36.12,56.035,-31.99,Undervalued
PIDILITIND,Pidilite Industries Ltd,Materials,2024,162274.18,165749.2,36.12,12.3,5.36,1.01,955.0,0.59,36.12,56.035,-35.54,Undervalued
PIDILITIND,Pidilite Industries Ltd,Materials,2024,162274.18,165749.2,36.12,12.3,5.36,1.01,955.0,0.59,36.12,56.035,-35.54,Undervalued
PNB,Punjab National Bank,Financials,2019,1116326.04,1152180.48,70.8,13.8,38.18,1.23,-34161.0,-3.06,20.58,32.9,115.2,Overvalued
PNB,Punjab National Bank,Financials,2019,1116326.04,1152180.48,70.8,13.8,38.18,1.23,-34161.0,-3.06,20.58,32.9,115.2,Overvalued
PNB,Punjab National Bank,Financials,2019,1116326.04,1152180.48,70.8,13.8,38.18,1.23,-34161.0,-3.06,20.58,32.9,115.2,Overvalued
PNB,Punjab National Bank,Financials,2019,1116326.04,1152180.48,70.8,13.8,38.18,1.23,-34161.0,-3.06,20.58,32.9,115.2,Overvalued
PNB,Punjab National Bank,Financials,2019,1116326.04,1152180.48,70.8,13.8,38.18,1.23,-34161.0,-3.06,20.58,32.9,115.2,Overvalued
PNB,Punjab National Bank,Financials,2020,1458207.93,1742246.74,19.1,9.35,5.92,3.19,-13131.0,-0.9,20.58,32.9,-41.95,Undervalued
PNB,Punjab National Bank,Financials,2020,1458207.93,1742246.74,19.1,9.35,5.92,3.19,-13131.0,-0.9,20.58,32.9,-41.95,Undervalued
PNB,Punjab National Bank,Financials,2020,1458207.93,1742246.74,19.1,9.35,5.92,3.19,-13131.0,-0.9,20.58,32.9,-41.95,Undervalued
PNB,Punjab National Bank,Financials,2020,1458207.93,1742246.74,19.1,9.35,5.92,3.19,-13131.0,-0.9,20.58,32.9,-41.95,Undervalued
PNB,Punjab National Bank,Financials,2020,1458207.93,1742246.74,19.1,9.35,5.92,3.19,-13131.0,-0.9,20.58,32.9,-41.95,Undervalued
PNB,Punjab National Bank,Financials,2021,1774323.73,2157108.17,20.42,9.61,11.26,4.26,30163.0,1.7,20.58,32.9,-37.93,Undervalued
PNB,Punjab National Bank,Financials,2021,1774323.73,2157108.17,20.42,9.61,11.26,4.26,30163.0,1.7,20.58,32.9,-37.93,Undervalued
PNB,Punjab National Bank,Financials,2021,1774323.73,2157108.17,20.42,9.61,11.26,4.26,30163.0,1.7,20.58,32.9,-37.93,Undervalued
PNB,Punjab National Bank,Financials,2021,1774323.73,2157108.17,20.42,9.61,11.26,4.26,30163.0,1.7,20.58,32.9,-37.93,Undervalued
PNB,Punjab National Bank,Financials,2021,1774323.73,2157108.17,20.42,9.61,11.26,4.26,30163.0,1.7,20.58,32.9,-37.93,Undervalued
PNB,Punjab National Bank,Financials,2022,2107018.91,1976658.37,21.47,10.12,21.68,3.31,18828.0,0.89,20.58,32.9,-34.74,Undervalued
PNB,Punjab National Bank,Financials,2022,2107018.91,1976658.37,21.47,10.12,21.68,3.31,18828.0,0.89,20.58,32.9,-34.74,Undervalued
PNB,Punjab National Bank,Financials,2022,2107018.91,1976658.37,21.47,10.12,21.68,3.31,18828.0,0.89,20.58,32.9,-34.74,Undervalued
PNB,Punjab National Bank,Financials,2022,2107018.91,1976658.37,21.47,10.12,21.68,3.31,18828.0,0.89,20.58,32.9,-34.74,Undervalued
PNB,Punjab National Bank,Financials,2022,2107018.91,1976658.37,21.47,10.12,21.68,3.31,18828.0,0.89,20.58,32.9,-34.74,Undervalued
PNB,Punjab National Bank,Financials,2023,2086779.73,2427273.35,20.74,8.38,38.52,2.83,21860.0,1.05,20.58,32.9,-36.96,Undervalued
PNB,Punjab National Bank,Financials,2023,2086779.73,2427273.35,20.74,8.38,38.52,2.83,21860.0,1.05,20.58,32.9,-36.96,Undervalued
PNB,Punjab National Bank,Financials,2023,2086779.73,2427273.35,20.74,8.38,38.52,2.83,21860.0,1.05,20.58,32.9,-36.96,Undervalued
PNB,Punjab National Bank,Financials,2023,2086779.73,2427273.35,20.74,8.38,38.52,2.83,21860.0,1.05,20.58,32.9,-36.96,Undervalued
PNB,Punjab National Bank,Financials,2023,2086779.73,2427273.35,20.74,8.38,38.52,2.83,21860.0,1.05,20.58,32.9,-36.96,Undervalued
PNB,Punjab National Bank,Financials,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32,-29445.0,-1.61,20.58,32.9,-41.37,Undervalued
PNB,Punjab National Bank,Financials,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32,-29445.0,-1.61,20.58,32.9,-41.37,Undervalued
PNB,Punjab National Bank,Financials,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32,-29445.0,-1.61,20.58,32.9,-41.37,Undervalued
PNB,Punjab National Bank,Financials,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32,-29445.0,-1.61,20.58,32.9,-41.37,Undervalued
PNB,Punjab National Bank,Financials,2024,1825925.6,2365495.49,19.29,10.91,23.64,1.32,-29445.0,-1.61,20.58,32.9,-41.37,Undervalued
POWERGRID,Power Grid Corporation of India Ltd,Energy,2019,253564.15,315271.49,70.85,7.24,8.63,3.98,4544.0,1.79,64.39,45.26,56.54,Overvalued
POWERGRID,Power Grid Corporation of India Ltd,Energy,2019,253564.15,315271.49,70.85,7.24,8.63,3.98,4544.0,1.79,64.39,45.26,56.54,Overvalued
POWERGRID,Power Grid Corporation of India Ltd,Energy,2021,300348.19,378036.04,30.87,8.89,15.5,3.39,20159.0,6.71,64.39,45.26,-31.79,Undervalued
POWERGRID,Power Grid Corporation of India Ltd,Energy,2021,300348.19,378036.04,30.87,8.89,15.5,3.39,20159.0,6.71,64.39,45.26,-31.79,Undervalued
POWERGRID,Power Grid Corporation of India Ltd,Energy,2023,300792.57,293260.29,31.09,12.44,17.31,3.26,33065.0,10.99,64.39,45.26,-31.31,Undervalued
POWERGRID,Power Grid Corporation of India Ltd,Energy,2023,300792.57,293260.29,31.09,12.44,17.31,3.26,33065.0,10.99,64.39,45.26,-31.31,Undervalued
RECLTD,REC Ltd,Financials,2019,252889.41,293557.74,55.19,7.65,32.85,2.17,-35409.0,-14.0,31.49,32.9,67.75,Overvalued
RECLTD,REC Ltd,Financials,2021,306600.13,339058.49,16.55,4.55,29.01,0.35,-42651.0,-13.91,31.49,32.9,-49.7,Undervalued
RECLTD,REC Ltd,Financials,2022,362149.73,456426.16,77.79,3.64,31.21,4.17,-1106.0,-0.31,31.49,32.9,136.44,Overvalued
RECLTD,REC Ltd,Financials,2023,324371.96,345653.82,74.2,3.44,37.68,2.37,-38303.0,-11.81,31.49,32.9,125.53,Overvalued
RELIANCE,"Reliance Industries Ltd
",Energy,2021,477545.63,530232.91,14.91,14.48,36.28,2.92,-115427.0,-24.17,58.34,45.26,-67.06,Undervalued
RELIANCE,"Reliance Industries Ltd
",Energy,2023,449714.02,575147.7,75.41,8.7,27.55,0.62,22031.0,4.9,58.34,45.26,66.62,Overvalued
